movieId,userId,rating
4,542,3.5523894
4,543,3.4656715
4,584,3.3792617
4,594,3.3522656
4,485,3.2923594
4,337,3.256714
4,53,3.2544248
4,587,3.2447424
4,554,3.1946301
4,529,3.1315684
7,543,4.676788
7,594,4.3060503
7,224,4.233744
7,558,4.183228
7,584,4.1305485
7,452,4.1081486
7,548,4.0780168
7,43,4.0603004
7,12,4.059918
7,579,4.050796
8,544,4.583936
8,43,4.4336762
8,276,4.398364
8,240,4.3221116
8,77,4.283688
8,303,4.2103076
8,344,4.1461744
8,492,4.140017
8,151,4.1315684
8,267,4.108187
23,43,4.6596107
23,594,4.5048904
23,456,4.465732
23,344,4.4300227
23,492,4.4029603
23,543,4.3506465
23,574,4.305735
23,458,4.291413
23,53,4.2760463
23,337,4.256231
39,364,4.4518557
39,452,4.362931
39,389,4.338762
39,250,4.3092713
39,53,4.281738
39,162,4.2783685
39,43,4.239772
39,367,4.180377
39,273,4.171577
39,519,4.149651
49,53,3.5064585
49,543,3.307489
49,12,3.2615185
49,452,3.2386088
49,389,3.1954522
49,35,3.1942487
49,176,3.1806417
49,69,3.17994
49,40,3.1729496
49,122,3.1565604
55,35,4.5758567
55,364,4.451124
55,548,4.418981
55,452,4.328912
55,389,4.32162
55,53,4.3095436
55,201,4.2795463
55,224,4.272712
55,162,4.2230997
55,12,4.180433
63,502,4.1517386
63,43,3.9175344
63,44,3.7742016
63,543,3.7166648
63,147,3.673832
63,4,3.5600605
63,505,3.5358422
63,201,3.516174
63,267,3.5141313
63,77,3.390638
69,276,5.1414394
69,364,4.9748955
69,43,4.8572683
69,35,4.7984233
69,267,4.7526374
69,452,4.7416673
69,548,4.711516
69,53,4.697811
69,99,4.6803226
69,147,4.6755805
87,53,4.080675
87,12,3.9921875
87,452,3.9870415
87,543,3.9497664
87,389,3.8084345
87,327,3.7625127
87,276,3.7620063
87,224,3.7612236
87,475,3.7576168
87,523,3.7464645
97,53,5.522586
97,258,5.2737064
97,389,5.126168
97,99,5.1001377
97,371,5.073714
97,236,5.0084724
97,1,4.9944324
97,523,4.9747515
97,452,4.960579
97,276,4.947268
100,53,3.7789133
100,542,3.5853603
100,505,3.5744958
100,43,3.5647376
100,344,3.559501
100,1,3.507253
100,423,3.487749
100,584,3.4799013
100,543,3.4771292
100,485,3.4402423
129,53,2.1643033
129,389,2.145578
129,99,2.0804327
129,35,2.0682209
129,258,2.0529442
129,201,2.0449364
129,302,2.042594
129,236,2.037753
129,43,2.0312595
129,1,2.0309112
161,543,5.3580117
161,53,4.93708
161,12,4.8483834
161,584,4.762412
161,594,4.7406664
161,548,4.7140636
161,452,4.694208
161,337,4.6897216
161,224,4.643931
161,327,4.583729
162,99,5.3843894
162,296,5.1153617
162,35,5.1047444
162,258,5.0354934
162,505,4.998762
162,236,4.9895573
162,53,4.974753
162,597,4.947337
162,392,4.8901973
162,191,4.871617
166,236,3.9903107
166,603,3.8816965
166,506,3.822622
166,191,3.705797
166,53,3.68166
166,251,3.6617908
166,33,3.5992403
166,296,3.588426
166,258,3.574439
166,461,3.5689213
171,364,4.6647043
171,273,4.580772
171,461,4.5290394
171,43,4.51818
171,83,4.444297
171,259,4.4054317
171,124,4.3763328
171,173,4.367258
171,99,4.361924
171,250,4.341553
