movieId,userId,rating
11,594,4.9923453
11,53,4.743084
11,584,4.7246237
11,543,4.7194223
11,485,4.713426
11,429,4.638091
11,99,4.6359177
11,472,4.5743074
11,201,4.563354
11,548,4.5365543
14,389,4.6894593
14,35,4.6173425
14,43,4.6086216
14,364,4.5966163
14,90,4.563598
14,53,4.5417933
14,69,4.5308414
14,162,4.508621
14,452,4.5018
14,169,4.465293
32,53,5.5881505
32,171,5.011168
32,122,4.9022794
32,452,4.8326035
32,527,4.7976203
32,12,4.789297
32,276,4.755469
32,494,4.7490797
32,371,4.7361035
32,69,4.7220173
58,90,4.8915296
58,206,4.8491497
58,236,4.8398476
58,43,4.838984
58,188,4.803077
58,201,4.787335
58,423,4.784691
58,162,4.744381
58,258,4.737315
58,35,4.714362
60,543,4.487238
60,43,4.4818096
60,337,4.297952
60,201,4.24804
60,35,4.1709414
60,584,4.1702433
60,548,4.1689034
60,53,4.1618304
60,276,4.1116223
60,267,4.0969334
68,544,4.790707
68,53,4.548473
68,276,4.3826084
68,43,4.3812647
68,267,4.363041
68,344,4.2934203
68,97,4.186005
68,93,4.1782207
68,46,4.1682305
68,452,4.1510124
71,53,2.486311
71,544,2.2980778
71,276,2.2939677
71,413,2.2901685
71,452,2.2695153
71,93,2.2491074
71,340,2.2445002
71,573,2.2364283
71,12,2.2299676
71,475,2.2157996
75,492,2.9226942
75,240,2.8614814
75,43,2.8612173
75,543,2.8526134
75,151,2.804823
75,344,2.7834558
75,71,2.7833583
75,243,2.7436507
75,569,2.6393027
75,574,2.6373167
83,423,4.1472106
83,267,4.080677
83,43,3.889343
83,544,3.873513
83,138,3.794237
83,46,3.7846081
83,77,3.7766397
83,164,3.7128658
83,485,3.7115748
83,486,3.688467
105,594,4.3934126
105,543,4.372359
105,542,4.190142
105,578,4.1496058
105,584,4.12666
105,175,4.0484033
105,485,4.0362873
105,558,3.9802969
105,53,3.9421096
105,587,3.936081
106,4,3.9419258
106,423,3.7443397
106,43,3.550101
106,44,3.384215
106,201,3.3561914
106,296,3.2673287
106,502,3.2626898
106,267,3.2488148
106,505,3.2351906
106,77,3.2212532
110,53,5.7157726
110,12,5.5086904
110,276,5.247201
110,452,5.241791
110,93,5.105536
110,337,5.0530157
110,171,5.030492
110,543,5.0230474
110,243,5.019236
110,527,5.000002
116,544,4.8216667
116,53,4.6910377
116,93,4.416891
116,413,4.3848505
116,46,4.375311
116,97,4.3745146
116,452,4.364777
116,267,4.337591
116,276,4.3066497
116,303,4.222591
123,418,5.5950537
123,375,5.5843534
123,53,5.455799
123,417,5.2073665
123,108,5.183736
123,348,5.157819
123,371,5.108801
123,122,5.101266
123,236,5.0545864
123,430,5.0504913
141,53,4.693644
141,452,4.399446
141,43,4.393121
141,93,4.343652
141,389,4.3181086
141,171,4.3026752
141,12,4.279883
141,250,4.2549515
141,25,4.208679
141,447,4.2030597
145,53,4.513496
145,276,4.305326
145,452,4.289321
145,456,4.288889
145,162,4.1294074
145,243,4.1158395
145,594,4.1060395
145,475,4.083187
145,543,4.0731006
145,12,4.0571384
147,53,4.7407045
147,578,4.4810486
147,371,4.4456635
147,162,4.4140844
147,389,4.3990655
147,367,4.3660564
147,206,4.3564196
147,250,4.3430796
147,587,4.330659
147,452,4.32738
150,43,5.107152
150,53,4.9435325
150,267,4.938204
150,201,4.8475943
150,423,4.8234344
150,99,4.7838354
150,337,4.7697372
150,46,4.7696595
150,543,4.7395306
150,486,4.733374
151,554,4.8578987
