movieId,userId,rating
9,543,4.44789
9,594,4.401523
9,492,4.385363
9,243,4.3661733
9,259,4.351744
9,574,4.3014865
9,337,4.2010436
9,12,4.162839
9,53,4.162706
9,458,4.081374
15,136,4.7430897
15,456,4.666476
15,554,4.6396055
15,344,4.610845
15,53,4.563014
15,458,4.545045
15,485,4.3837814
15,584,4.363447
15,529,4.302861
15,27,4.2696037
17,236,5.1371512
17,554,4.9755583
17,40,4.9754558
17,358,4.9364853
17,206,4.9196434
17,389,4.854775
17,98,4.8164277
17,108,4.8127613
17,69,4.8057947
17,413,4.8052444
41,236,5.303773
41,258,5.0576105
41,53,4.9668584
41,35,4.7259336
41,191,4.6715937
41,251,4.6188493
41,568,4.599857
41,572,4.5869117
41,389,4.581012
41,59,4.565417
43,543,4.6463456
43,224,4.4922442
43,12,4.343336
43,594,4.242762
43,164,4.2330422
43,584,4.228821
43,176,4.1793404
43,548,4.1502767
43,138,4.132644
43,452,4.1301875
61,43,5.121202
61,584,4.926625
61,267,4.9091825
61,543,4.905759
61,46,4.8698516
61,485,4.854385
61,344,4.8453493
61,544,4.8247147
61,53,4.7933125
61,337,4.780229
64,554,3.0284157
64,367,2.9485178
64,579,2.895258
64,46,2.8890417
64,429,2.8820162
64,162,2.8783448
64,43,2.8606744
64,413,2.8542132
64,53,2.8500445
64,456,2.8352852
72,12,4.761221
72,360,4.744162
72,413,4.6519647
72,51,4.641282
72,52,4.505433
72,452,4.492068
72,53,4.4271045
72,96,4.4142914
72,594,4.399728
72,464,4.3862267
88,259,4.8352623
88,243,4.8105664
88,276,4.6581445
88,147,4.42344
88,492,4.4035945
88,388,4.3574924
88,53,4.2842927
88,574,4.185119
88,37,4.1830883
88,502,4.143316
107,53,4.5037923
107,276,4.3918576
107,595,4.2616687
107,452,4.2319474
107,12,4.231478
107,35,4.168602
107,505,4.137138
107,93,4.1309714
107,389,4.1224704
107,597,4.110804
112,53,4.762522
112,99,4.7063174
112,243,4.6978354
112,543,4.619167
112,502,4.5844426
112,1,4.559595
112,276,4.5416083
112,574,4.534342
112,453,4.4740934
112,37,4.426345
117,12,3.304699
117,364,3.2459586
117,327,3.2218823
117,543,3.2210345
117,452,3.2073817
117,548,3.0871277
117,224,3.076822
117,337,3.0480347
117,276,3.0226848
117,43,3.017884
154,53,4.847754
154,375,4.782624
154,171,4.7279596
154,209,4.6782255
154,108,4.6605043
154,122,4.6591887
154,340,4.6355243
154,433,4.631299
154,69,4.5766554
154,377,4.536897
165,543,4.9388347
165,53,4.8669944
165,12,4.71012
165,243,4.6612573
165,594,4.4683247
165,276,4.453194
165,452,4.452184
165,43,4.430126
165,240,4.4004188
165,93,4.38638
175,35,5.139446
175,389,5.041644
175,364,4.8987846
175,53,4.8839664
175,452,4.862567
175,90,4.764238
175,191,4.754094
175,548,4.731249
175,59,4.727482
175,276,4.696757
179,375,2.2490532
179,108,2.131732
179,236,2.0842
179,51,2.0198803
179,278,2.0074008
179,122,2.0010064
179,547,2.0004256
179,53,1.981909
179,295,1.9812236
179,209,1.9751959
202,53,3.568991
202,236,3.373612
202,371,3.325265
202,258,3.2999656
202,69,3.256125
202,40,3.2467139
202,348,3.2327783
202,90,3.2112937
202,389,3.194731
202,1,3.1610835
207,554,4.9114895
207,485,4.8546405
