movieId,userId,rating
3,12,4.607636
3,276,4.497057
3,327,4.4913964
3,364,4.357481
3,452,4.3524847
3,99,4.304694
3,243,4.250549
3,53,4.2468805
3,548,4.2149734
3,389,4.1747084
5,543,4.5630293
5,594,4.242492
5,327,4.2243853
5,224,4.082005
5,243,4.0596313
5,53,4.041097
5,558,4.0301213
5,12,3.9913692
5,43,3.9889839
5,475,3.9849505
6,53,5.5225954
6,452,4.957851
6,276,4.9281154
6,122,4.8137636
6,389,4.7823324
6,413,4.7589164
6,371,4.7553105
6,171,4.7362432
6,12,4.7345395
6,93,4.723269
13,43,4.0889745
13,138,3.9478028
13,543,3.9217296
13,46,3.865436
13,584,3.8432229
13,267,3.8284652
13,485,3.8040218
13,486,3.780147
13,579,3.7572896
13,53,3.754843
16,53,5.796243
16,371,5.0265536
16,276,4.9470177
16,278,4.9392266
16,236,4.909233
16,258,4.858699
16,494,4.830214
16,99,4.8252068
16,1,4.8130217
16,122,4.8123636
19,243,4.174557
19,276,4.1242156
19,53,3.957742
19,147,3.9462683
19,99,3.8879573
19,37,3.884634
19,441,3.8824282
19,574,3.8525536
19,12,3.824456
19,327,3.7461274
20,55,4.3052344
20,147,4.170197
20,502,3.9067943
20,53,3.8684366
20,537,3.7559986
20,243,3.613754
20,207,3.606164
20,441,3.5631082
20,266,3.5532444
20,494,3.5266669
40,544,4.8758807
40,53,4.7495165
40,313,4.715125
40,277,4.4904547
40,595,4.479786
40,413,4.4420185
40,13,4.408622
40,355,4.3651104
40,93,4.355969
40,34,4.351759
48,43,4.434949
48,594,4.1124086
48,538,4.089181
48,367,4.0791163
48,578,4.0737715
48,344,4.043271
48,426,3.9917352
48,162,3.9418447
48,250,3.933204
48,519,3.9198282
54,485,4.6861105
54,543,4.6202703
54,584,4.568078
54,594,4.4626217
54,344,4.249746
54,192,4.104782
54,569,4.0948286
54,126,4.070463
54,43,4.00363
54,492,3.9584932
57,43,4.7074437
57,543,4.347514
57,53,4.1407776
57,453,4.0582557
57,276,4.0374947
57,267,4.0331035
57,93,3.9924436
57,201,3.979545
57,243,3.955475
57,12,3.9482229
86,594,5.2863193
86,543,5.2827168
86,584,5.1149616
86,485,5.066822
86,192,4.8349495
86,12,4.8171897
86,240,4.795449
86,429,4.7673316
86,164,4.7273145
86,71,4.720838
92,543,4.371978
92,594,4.141678
92,584,4.1320457
92,485,4.0539985
92,43,3.9437535
92,337,3.8559813
92,492,3.7620473
92,192,3.7413075
92,569,3.734092
92,458,3.714839
94,53,5.3374825
94,595,4.8805904
94,171,4.855512
94,122,4.8184967
94,236,4.8101206
94,505,4.797864
94,276,4.7898912
94,273,4.7770905
94,99,4.754005
94,251,4.748121
96,389,3.9594262
96,236,3.8308768
96,452,3.764591
96,53,3.757498
96,310,3.7407298
96,52,3.7085693
96,523,3.6670744
96,515,3.6664703
96,413,3.6638854
96,506,3.6525848
163,53,5.27138
163,276,5.171315
163,243,4.823062
163,99,4.7817316
163,441,4.753951
163,12,4.6202087
163,452,4.569805
163,495,4.558575
163,56,4.51948
163,574,4.5106072
