movieId,userId,rating
1,53,5.0537233
1,43,4.8458724
1,389,4.764788
1,12,4.7289357
1,452,4.7236896
1,340,4.6930027
1,543,4.6783614
1,93,4.6776485
1,46,4.66797
1,486,4.656742
12,537,4.6931925
12,549,4.5971885
12,37,4.4324408
12,388,4.2980046
12,53,4.29644
12,419,4.102326
12,243,4.0624533
12,413,4.058762
12,158,4.0055914
12,523,3.9878988
22,53,4.9308705
22,543,4.835098
22,584,4.4378586
22,276,4.4184513
22,475,4.3914094
22,452,4.3612375
22,12,4.3075876
22,594,4.298765
22,337,4.295312
22,548,4.2579455
47,53,5.795111
47,371,5.045039
47,276,5.032473
47,122,4.9283366
47,171,4.9022794
47,258,4.878718
47,452,4.8591766
47,1,4.8524637
47,25,4.831391
47,494,4.797265
52,35,4.64542
52,389,4.6125927
52,53,4.46537
52,90,4.4417963
52,59,4.370547
52,69,4.366361
52,364,4.3510556
52,452,4.3404284
52,191,4.335126
52,479,4.3166165
93,543,4.75544
93,584,4.6831346
93,485,4.632695
93,53,4.477258
93,594,4.4546957
93,458,4.446347
93,337,4.3492475
93,192,4.2610264
93,544,4.213945
93,475,4.175876
111,53,5.0838423
111,236,5.0115013
111,258,4.8932095
111,296,4.890195
111,191,4.838058
111,35,4.8203926
111,251,4.766477
111,505,4.739707
111,371,4.738693
111,122,4.738675
122,53,3.7188318
122,276,3.6216905
122,43,3.6086082
122,99,3.5473967
122,456,3.4563727
122,452,3.421386
122,267,3.3843248
122,201,3.353256
122,389,3.3400676
122,475,3.3390696
128,258,3.3468273
128,236,3.201405
128,99,3.1252882
128,154,2.9634728
128,260,2.9370766
128,302,2.9314816
128,53,2.885819
128,296,2.875949
128,273,2.8556252
128,506,2.8243444
132,43,4.2913465
132,543,4.1054726
132,224,4.000336
132,201,3.997964
132,548,3.9807696
132,364,3.9652283
132,584,3.9278154
132,429,3.861466
132,594,3.855416
132,267,3.8530378
140,452,4.288531
140,543,4.2139344
140,548,4.1984468
140,389,4.1808004
140,53,4.1755333
140,224,4.1515803
140,162,4.1445537
140,594,4.1348863
140,364,4.0959854
140,169,4.0890765
146,594,3.4137402
146,543,3.3983817
146,452,3.3809872
146,53,3.3618271
146,548,3.3611634
146,584,3.321147
146,12,3.3075738
146,413,3.2993262
146,429,3.2714088
146,389,3.2465332
152,502,2.0536816
152,571,1.9566487
152,147,1.9312031
152,22,1.9126569
152,505,1.902892
152,35,1.8830519
152,44,1.8288877
152,423,1.8202544
152,338,1.7961587
152,40,1.7474499
157,389,3.7998693
157,236,3.766794
157,375,3.7248483
157,258,3.6719463
157,53,3.5636158
157,360,3.5558865
157,108,3.5461571
157,371,3.5365212
157,59,3.5288994
157,206,3.5275166
177,224,4.9028354
177,327,4.6737323
177,543,4.6576447
177,558,4.3191295
177,360,4.1474013
177,410,4.035801
177,548,3.8593085
177,203,3.8082786
177,12,3.796709
177,498,3.7140262
185,543,4.5056725
185,594,4.453466
185,53,4.442444
185,584,4.2754498
185,337,4.133142
185,458,4.1228495
185,485,4.1002374
185,475,4.01361
185,452,3.9824061
185,344,3.9436383
190,191,5.180185
190,416,5.1763144
190,22,4.7342243
190,187,4.7004194
190,506,4.6611304
190,391,4.638736
190,325,4.620783
190,287,4.417803
190,603,4.4117208
190,59,4.391499
206,603,3.8366408
206,461,3.6624174
206,506,3.6535888
206,236,3.6270301
206,191,3.47967
206,392,3.3861816
206,33,3.3699358
206,296,3.2413833
206,251,3.2379346
206,258,3.219311
209,375,4.150152
209,53,4.14796
209,389,4.036671
209,51,4.030214
209,108,3.9539707
209,122,3.9301581
209,12,3.9207506
209,452,3.9115202
209,371,3.8723044
209,236,3.8536205
212,543,4.805749
212,43,4.521841
212,138,4.494062
212,584,4.418022
212,485,4.4074807
212,594,4.161465
212,486,4.1525693
212,192,4.152109
212,201,4.149124
212,151,4.1462874
222,108,4.7144566
222,452,4.66093
222,413,4.6519384
222,224,4.625291
222,389,4.624394
222,12,4.5280037
222,364,4.4515343
222,383,4.4432173
222,280,4.3665767
222,360,4.329119
223,53,5.248573
223,276,4.951997
223,35,4.948937
223,452,4.8511114
223,69,4.7648244
223,12,4.741179
223,389,4.740768
223,505,4.7095375
223,548,4.69469
223,171,4.6847987
224,53,4.4646177
224,389,4.4018884
224,236,4.3498745
224,452,4.230437
224,69,4.1942396
224,310,4.172823
224,93,4.1311812
224,276,4.1018457
224,95,4.100282
224,122,4.0924945
225,12,4.567971
225,276,4.552629
225,337,4.524941
