movieId,userId,rating
10,53,4.957839
10,543,4.737169
10,12,4.51932
10,243,4.4977
10,276,4.496655
10,573,4.4125886
10,475,4.382976
10,452,4.3384957
10,527,4.3243766
10,93,4.2407665
21,53,4.797372
21,276,4.530186
21,452,4.4109073
21,389,4.3633795
21,99,4.327088
21,35,4.3151474
21,236,4.3064904
21,371,4.196651
21,52,4.1949053
21,93,4.1947885
24,337,4.7253003
24,53,4.601455
24,519,4.325735
24,12,4.3123064
24,587,4.2851257
24,234,4.2385497
24,364,4.2082086
24,46,4.1964
24,259,4.187593
24,43,4.178113
25,258,4.9921093
25,53,4.88108
25,35,4.7682695
25,90,4.7305217
25,296,4.7173676
25,371,4.6381044
25,188,4.5966635
25,348,4.568655
25,1,4.5675945
25,389,4.5602746
29,53,5.2807965
29,209,5.1033087
29,1,4.9469743
29,502,4.925756
29,505,4.904619
29,375,4.8718214
29,258,4.8273225
29,171,4.7928543
29,494,4.7427535
29,300,4.698401
38,543,3.2525792
38,259,3.2313392
38,542,3.2103803
38,99,3.188109
38,1,3.153667
38,353,3.0786183
38,574,3.0434124
38,53,3.020258
38,296,2.9692805
38,243,2.9577532
45,364,4.4446425
45,452,4.273047
45,53,4.2469954
45,389,4.176251
45,93,4.1602135
45,267,4.141024
45,69,4.1145964
45,595,4.1053624
45,269,4.0846543
45,423,4.052625
50,53,5.7769237
50,236,5.2210956
50,258,5.204124
50,371,5.186388
50,122,5.1270146
50,276,5.1216574
50,1,5.1193805
50,99,5.1094427
50,505,5.0753593
50,171,5.0735474
62,543,5.1178365
62,594,5.0633965
62,548,4.977692
62,43,4.9379263
62,224,4.935592
62,584,4.79027
62,201,4.76884
62,327,4.758635
62,452,4.739977
62,169,4.7365727
70,53,5.316955
70,495,4.829919
70,441,4.796907
70,276,4.7451763
70,278,4.72939
70,243,4.7064276
70,259,4.5582547
70,171,4.554846
70,522,4.520721
70,494,4.520052
73,568,4.64044
73,53,4.5579586
73,35,4.5091066
73,505,4.4485893
73,40,4.432724
73,1,4.3905435
73,236,4.3771844
